t(s)	u_raw(m/s)	v_raw(m/s)	w_raw(m/s)	u_despiked(m/s)	v_despiked(m/s)	w_despiked(m/s)
96.18	2.009	0.254	1.104	NaN	NaN	NaN
96.2	4.264	-0.5	-2.241	NaN	NaN	NaN
96.22	0.256	0.736	6.422	NaN	NaN	NaN
96.24	-1.999	1.356	8.239	NaN	NaN	NaN
96.26	2.51	0.116	0.838	NaN	NaN	NaN
96.28	2.51	0.116	1.173	NaN	NaN	NaN
96.3	2.009	0.254	4.593	NaN	NaN	NaN
96.32	1.003	-0.007	1.583	NaN	NaN	NaN
96.34	-1.004	0.007	3.152	NaN	NaN	NaN
96.36	4.014	-0.297	-0.331	NaN	NaN	NaN
96.38	0.291	0.726	6.388	NaN	NaN	NaN
96.4	4.014	-0.297	-1.058	NaN	NaN	NaN
96.42	1.504	-0.145	-0.067	NaN	NaN	NaN
96.44	-2.506	0.957	2.585	NaN	NaN	NaN
96.46	0.498	-0.405	-0.341	NaN	NaN	NaN
96.48	-0.003	-0.268	1.544	NaN	NaN	NaN
96.5	-2.006	0.283	4.372	NaN	NaN	NaN
96.52	2.003	-0.819	-7.606	NaN	NaN	NaN
96.54	-0.003	-0.268	1.544	NaN	NaN	NaN
96.56	-4.011	0.834	7.27	NaN	NaN	NaN
96.58	-3.007	1.095	6.046	NaN	NaN	NaN
96.6	0.284	-0.346	-4.547	NaN	NaN	NaN
96.62	-0.003	-0.268	1.969	NaN	NaN	NaN
96.64	2.009	0.254	1.454	NaN	NaN	NaN
96.66	0.249	-0.202	3.106	NaN	NaN	NaN
96.68	-0.003	-0.268	2.125	NaN	NaN	NaN
96.7	2.761	0.047	3.062	NaN	NaN	NaN
96.72	-0.508	-0.667	-6.835	NaN	NaN	NaN
96.74	2.009	0.254	-2.306	NaN	NaN	NaN
96.76	-0.499	0.405	4.51	NaN	NaN	NaN
96.78	1.582	-0.166	2.168	NaN	NaN	NaN
96.8	1.504	-0.145	-5.873	NaN	NaN	NaN
96.82	0.923	-0.295	0.728	NaN	NaN	NaN
96.84	3.825	-0.245	-4.432	NaN	NaN	NaN
96.86	0.255	0.467	-1.304	NaN	NaN	NaN
96.88	-0.438	0.389	-3.132	NaN	NaN	NaN
96.9	1.254	0.058	-4.784	NaN	NaN	NaN
96.92	0.498	-0.405	1.529	NaN	NaN	NaN
96.94	1.288	-0.086	-3.359	NaN	NaN	NaN
96.96	3.513	-0.16	2.207	NaN	NaN	NaN
96.98	3.021	1.051	9.465	NaN	NaN	NaN
97	2.003	-0.819	-1.497	NaN	NaN	NaN
97.02	2.072	0.236	-0.707	NaN	NaN	NaN
97.04	2.009	0.254	4.82	NaN	NaN	NaN
97.06	-0.003	-0.268	-7.653	NaN	NaN	NaN
97.08	0.748	-0.609	-8.692	NaN	NaN	NaN
97.1	1.504	-0.145	-4.399	NaN	NaN	NaN
97.12	-1.006	-0.261	0.814	NaN	NaN	NaN
97.14	2.003	-0.819	-0.226	NaN	NaN	NaN
97.16	0.214	-0.212	-0.368	NaN	NaN	NaN
97.18	1	-0.544	-7.606	NaN	NaN	NaN
97.2	-0.003	-0.268	-5.085	NaN	NaN	NaN
97.22	0.248	-0.337	-6.912	NaN	NaN	NaN
97.24	-0.083	-0.556	1.248	NaN	NaN	NaN
97.26	0.999	-0.544	0.128	NaN	NaN	NaN
97.28	3.004	-1.094	-3.449	NaN	NaN	NaN
97.3	2.008	0.253	5.066	NaN	NaN	NaN
97.32	0.999	-0.544	-4.331	NaN	NaN	NaN
97.34	1.002	-0.007	4.05	NaN	NaN	NaN
97.36	1.002	-0.007	3.671	NaN	NaN	NaN
97.38	0.435	-0.388	-1.138	NaN	NaN	NaN
97.4	-0.003	-0.268	1.91	NaN	NaN	NaN
97.42	-0.005	-0.536	0.613	NaN	NaN	NaN
97.44	1.503	-0.145	3.343	NaN	NaN	NaN
97.46	2.76	0.047	4.384	NaN	NaN	NaN
97.48	0.498	-0.405	0.487	NaN	NaN	NaN
97.5	-1.009	-0.529	1.237	NaN	NaN	NaN
97.52	2.509	0.116	2.802	NaN	NaN	NaN
97.54	2.509	0.116	4.358	NaN	NaN	NaN
97.56	1.008	0.529	4.738	NaN	NaN	NaN
97.58	0.785	-0.063	4.453	NaN	NaN	NaN
97.6	1.259	0.594	7.017	NaN	NaN	NaN
97.62	2.572	0.099	5.005	NaN	NaN	NaN
97.64	0.636	-0.254	2.697	NaN	NaN	NaN
97.66	3.01	-0.021	3.651	NaN	NaN	NaN
97.68	2.008	0.253	5.759	NaN	NaN	NaN
97.7	1	-0.276	2.96	NaN	NaN	NaN
97.72	5.018	-0.036	3.282	NaN	NaN	NaN
97.74	-0.284	0.346	3.364	NaN	NaN	NaN
97.76	0.923	-0.295	2.159	NaN	NaN	NaN
97.78	2.002	-0.818	-1.469	NaN	NaN	NaN
97.8	-0.782	0.065	-5.056	NaN	NaN	NaN
97.82	0.781	-0.065	3.364	NaN	NaN	NaN
97.84	1.134	-0.207	-6.185	NaN	NaN	NaN
97.86	0.805	-0.326	-3.936	NaN	NaN	NaN
97.88	0.499	-0.137	2.195	NaN	NaN	NaN
97.9	0.248	-0.337	1.146	NaN	NaN	NaN
97.92	1	-0.276	0.602	NaN	NaN	NaN
97.94	1.215	-0.603	-1.609	NaN	NaN	NaN
97.96	0.72	-0.348	-5.094	NaN	NaN	NaN
97.98	-0.502	0.137	-3.754	NaN	NaN	NaN
98	0.519	-0.133	-5.138	NaN	NaN	NaN
98.02	0.751	-0.34	-4.747	NaN	NaN	NaN
98.04	0.02	0.005	-4.095	NaN	NaN	NaN
98.06	1	-0.276	1.876	NaN	NaN	NaN
98.08	1.25	-0.612	0.836	NaN	NaN	NaN
98.1	0.751	-0.073	2.626	NaN	NaN	NaN
98.12	0.499	-0.137	-2.221	NaN	NaN	NaN
98.14	2.004	-0.282	-5.105	NaN	NaN	NaN
98.16	-0.003	-0.268	-2.915	NaN	NaN	NaN
98.18	0.247	-0.471	-1.398	NaN	NaN	NaN
98.2	0.498	-0.405	0.792	NaN	NaN	NaN
98.22	-0.003	-0.268	0.375	NaN	NaN	NaN
98.24	2.505	-0.421	3.346	NaN	NaN	NaN
98.26	1.003	-0.007	-6.518	NaN	NaN	NaN
98.28	-1.009	-0.529	-0.18	NaN	NaN	NaN
98.3	2.009	0.254	-4.466	NaN	NaN	NaN
98.32	-0.003	-0.268	-5.864	NaN	NaN	NaN
98.34	1.501	-0.681	-1.317	NaN	NaN	NaN
98.36	0.409	0.156	3.773	NaN	NaN	NaN
98.38	-1.004	0.007	2.566	NaN	NaN	NaN
98.4	2.51	0.116	3.992	NaN	NaN	NaN
98.42	1.793	0.313	4.898	NaN	NaN	NaN
98.44	0.755	0.195	5.053	NaN	NaN	NaN
98.46	2.009	0.254	4.521	NaN	NaN	NaN
98.48	1.504	-0.145	2.228	NaN	NaN	NaN
98.5	2.259	0.051	1.651	NaN	NaN	NaN
98.52	2.009	0.254	5.026	NaN	NaN	NaN
98.54	1.003	-0.007	3.63	NaN	NaN	NaN
98.56	2.009	0.254	4.55	NaN	NaN	NaN
98.58	2.257	-0.218	1.763	NaN	NaN	NaN
98.6	1.788	0.315	5.736	NaN	NaN	NaN
98.62	1.755	-0.214	3.305	NaN	NaN	NaN
98.64	0.278	-0.345	1.389	NaN	NaN	NaN
98.66	1.506	0.123	4.002	NaN	NaN	NaN
98.68	-0.003	-0.268	1.544	NaN	NaN	NaN
98.7	2.51	0.116	-4.001	NaN	NaN	NaN
98.72	-0.003	-0.268	-0.707	NaN	NaN	NaN
98.74	-0.003	-0.268	-0.707	NaN	NaN	NaN
98.76	0.498	-0.405	1.234	NaN	NaN	NaN
98.78	1.003	-0.007	2.936	NaN	NaN	NaN
98.8	1.757	0.189	4.278	NaN	NaN	NaN
98.82	2.009	0.254	-3.649	NaN	NaN	NaN
98.84	1.505	-0.011	1.033	NaN	NaN	NaN
98.86	2.259	0.051	0.016	NaN	NaN	NaN
98.88	1.003	-0.007	0.509	NaN	NaN	NaN
98.9	1.008	0.529	5.745	NaN	NaN	NaN
98.92	3.008	-0.558	-0.648	NaN	NaN	NaN
98.94	2.51	0.116	-0.057	NaN	NaN	NaN
98.96	-1.357	0.105	-2.82	NaN	NaN	NaN
98.98	1.003	-0.007	3.231	NaN	NaN	NaN
99	2.761	0.047	3.616	NaN	NaN	NaN
99.02	1.692	-0.062	-4.044	NaN	NaN	NaN
99.04	1.504	-0.145	1.204	NaN	NaN	NaN
99.06	0.923	-0.295	0.767	NaN	NaN	NaN
99.08	2.512	0.384	5.03	NaN	NaN	NaN
99.1	1.008	0.529	4.712	NaN	NaN	NaN
99.12	2.51	0.116	0.838	NaN	NaN	NaN
99.14	1.54	-0.02	-5.569	NaN	NaN	NaN
99.16	-0.282	0.73	5.758	NaN	NaN	NaN
99.18	3.012	-0.021	1.563	NaN	NaN	NaN
99.2	0.006	0.804	7.861	NaN	NaN	NaN
99.22	2.009	0.254	-3.254	NaN	NaN	NaN
99.24	0.568	0.649	3.807	NaN	NaN	NaN
99.26	1.504	-0.145	-5.891	NaN	NaN	NaN
99.28	2.763	0.315	3.362	NaN	NaN	NaN
99.3	2.725	0.057	3.297	NaN	NaN	NaN
99.32	1.754	-0.348	-5.309	NaN	NaN	NaN
99.34	3.012	-0.021	1.563	NaN	NaN	NaN
99.36	0.006	0.804	2.165	NaN	NaN	NaN
99.38	1.253	-0.076	-0.203	NaN	NaN	NaN
99.4	2.261	0.319	4.68	NaN	NaN	NaN
99.42	-0.751	0.341	2.705	NaN	NaN	NaN
99.44	0.252	0.065	-4.688	NaN	NaN	NaN
99.46	2.51	0.116	-2.648	NaN	NaN	NaN
99.48	1.26	0.594	3.884	NaN	NaN	NaN
99.5	-0.829	0.186	-1.624	NaN	NaN	NaN
99.52	1.502	-0.413	-4.892	NaN	NaN	NaN
99.54	2.009	0.254	2.132	NaN	NaN	NaN
99.56	2.009	0.254	-0.823	NaN	NaN	NaN
99.58	1.003	-0.007	2.936	NaN	NaN	NaN
99.6	1.755	-0.214	-4.017	NaN	NaN	NaN
99.62	0.254	0.333	2.176	NaN	NaN	NaN
99.64	0.006	0.804	1.704	NaN	NaN	NaN
99.66	0.437	-0.154	-0.058	NaN	NaN	NaN
99.68	2.009	0.254	-1.767	NaN	NaN	NaN
99.7	-0.058	0.52	-1.327	NaN	NaN	NaN
99.72	2.573	0.099	3.533	NaN	NaN	NaN
99.74	3.012	-0.021	-5.064	NaN	NaN	NaN
99.76	2.009	0.254	-0.823	NaN	NaN	NaN
99.78	1.502	-0.413	-4.332	NaN	NaN	NaN
99.8	-0.502	0.137	-2.225	NaN	NaN	NaN
99.82	-0.003	-0.268	-2.517	NaN	NaN	NaN
99.84	2.009	0.254	-1.309	NaN	NaN	NaN
99.86	-0.003	-0.268	-5.631	NaN	NaN	NaN
99.88	0.945	0.245	-1.345	NaN	NaN	NaN
99.9	0.284	-0.078	-4.822	NaN	NaN	NaN
99.92	2.591	0.405	-0.037	NaN	NaN	NaN
99.94	2.009	0.254	-2.505	NaN	NaN	NaN
99.96	1.003	-0.007	3.813	NaN	NaN	NaN
99.98	0.505	0.399	6.492	NaN	NaN	NaN
100	0.758	0.598	0.945	NaN	NaN	NaN
100.02	0.722	0.608	5.781	NaN	NaN	NaN
100.04	1.003	-0.007	-2.802	NaN	NaN	NaN
100.06	2.009	0.254	-1.472	NaN	NaN	NaN
100.08	3.012	-0.021	0.189	NaN	NaN	NaN
100.1	1.586	0.37	5.301	NaN	NaN	NaN
100.12	0.758	0.598	0.7	NaN	NaN	NaN
100.14	-1.284	0.084	-1.596	NaN	NaN	NaN
100.16	2.009	0.254	-1.777	NaN	NaN	NaN
100.18	0.507	0.667	3.874	NaN	NaN	NaN
100.2	-3.725	0.755	3.703	NaN	NaN	NaN
100.22	1.506	0.123	-1.025	NaN	NaN	NaN
100.24	1.006	0.26	1.362	NaN	NaN	NaN
100.26	2.01	0.254	1.722	NaN	NaN	NaN
100.28	0.503	0.13	0.466	NaN	NaN	NaN
100.3	0.257	0.736	7.547	NaN	NaN	NaN
100.32	2.01	0.254	-0.973	NaN	NaN	NaN
100.34	0.787	0.052	3.176	NaN	NaN	NaN
100.36	1.009	0.53	3.764	NaN	NaN	NaN
100.38	-0.75	0.474	3	NaN	NaN	NaN
100.4	-0.997	1.081	5.727	NaN	NaN	NaN
100.42	3.015	0.247	1.544	NaN	NaN	NaN
100.44	-0.214	0.327	2.226	NaN	NaN	NaN
100.46	0.254	0.333	-1.061	NaN	NaN	NaN
100.48	2.296	0.175	1.645	NaN	NaN	NaN
100.5	0.758	0.598	3.89	NaN	NaN	NaN
100.52	1.505	-0.145	-3.665	NaN	NaN	NaN
100.54	0.751	-0.073	-3.73	NaN	NaN	NaN
100.56	1.009	0.53	2.064	NaN	NaN	NaN
100.58	-2.256	0.888	2.194	NaN	NaN	NaN
100.6	2.01	0.254	1.737	NaN	NaN	NaN
100.62	2.01	0.254	1.387	NaN	NaN	NaN
100.64	2.01	0.254	-1.476	NaN	NaN	NaN
100.66	1.003	-0.007	-3.361	NaN	NaN	NaN
100.68	2.512	0.116	-3.334	NaN	NaN	NaN
100.7	0.006	0.805	1.27	NaN	NaN	NaN
100.72	3.608	-0.185	-5.874	NaN	NaN	NaN
100.74	1.425	-0.123	-3.631	NaN	NaN	NaN
100.76	0.507	0.667	0.196	NaN	NaN	NaN
100.78	-0.5	0.406	2.114	NaN	NaN	NaN
100.8	1.425	-0.123	0.089	NaN	NaN	NaN
100.82	1.295	0.604	3.258	NaN	NaN	NaN
100.84	0.006	0.805	3.488	NaN	NaN	NaN
100.86	2.01	0.254	4.703	NaN	NaN	NaN
100.88	1.255	0.058	0.766	NaN	NaN	NaN
100.9	1.507	0.123	0.224	NaN	NaN	NaN
100.92	0.006	0.805	4.218	NaN	NaN	NaN
100.94	2.01	0.254	0.266	NaN	NaN	NaN
100.96	0.5	-0.137	-0.089	NaN	NaN	NaN
100.98	2.574	0.099	0.188	NaN	NaN	NaN
101	-1.357	0.105	1.592	NaN	NaN	NaN
101.02	-0.502	0.137	-1.521	NaN	NaN	NaN
101.04	2.512	0.116	0.885	NaN	NaN	NaN
101.06	-0.003	-0.268	-4.249	NaN	NaN	NaN
101.08	-0.003	-0.268	0.027	NaN	NaN	NaN
101.1	1.507	0.123	-1.175	NaN	NaN	NaN
101.12	2.01	0.254	-0.804	NaN	NaN	NaN
101.14	1.507	0.123	-2.295	NaN	NaN	NaN
101.16	2.006	-0.283	-0.68	NaN	NaN	NaN
101.18	1.003	-0.007	-2.753	NaN	NaN	NaN
101.2	2.01	0.254	-1.603	NaN	NaN	NaN
101.22	1.505	-0.145	-2.928	NaN	NaN	NaN
101.24	1.003	-0.007	-1.525	NaN	NaN	NaN
101.26	1.009	0.53	1.4	NaN	NaN	NaN
101.28	2.01	0.254	-0.02	NaN	NaN	NaN
101.3	0.66	-0.096	-0.894	NaN	NaN	NaN
101.32	1	-0.544	-1.383	NaN	NaN	NaN
101.34	2.01	0.254	-0.898	NaN	NaN	NaN
101.36	2.01	0.254	2.122	NaN	NaN	NaN
101.38	2.261	0.185	1.809	NaN	NaN	NaN
101.4	-0.005	-0.536	-2.11	NaN	NaN	NaN
101.42	3.013	-0.021	2.793	NaN	NaN	NaN
101.44	0.002	0.268	2.203	NaN	NaN	NaN
101.46	2.261	0.185	2.505	NaN	NaN	NaN
101.48	1.445	0.107	4.05	NaN	NaN	NaN
101.5	2.01	0.254	-0.462	NaN	NaN	NaN
101.52	2.006	-0.283	-3.574	NaN	NaN	NaN
101.54	1.756	-0.079	-1.842	NaN	NaN	NaN
101.56	2.448	-0.168	1.079	NaN	NaN	NaN
101.58	1.505	-0.145	0.712	NaN	NaN	NaN
101.6	2.01	0.254	-0.633	NaN	NaN	NaN
101.62	1.003	-0.007	-2.219	NaN	NaN	NaN
101.64	1.219	0.048	-0.1	NaN	NaN	NaN
101.66	1.507	0.123	-1.487	NaN	NaN	NaN
101.68	1.57	0.14	0.042	NaN	NaN	NaN
101.7	0.53	-0.28	-2.989	NaN	NaN	NaN
101.72	1.009	0.53	2.579	NaN	NaN	NaN
101.74	-0.251	-0.065	-2.558	NaN	NaN	NaN
101.76	2.01	0.254	3.508	NaN	NaN	NaN
101.78	1.445	0.107	1.338	NaN	NaN	NaN
101.8	1.759	0.323	1.367	NaN	NaN	NaN
101.82	1.009	0.53	3.201	NaN	NaN	NaN
101.84	1.609	0.15	1.453	NaN	NaN	NaN
101.86	2.01	0.254	2.586	NaN	NaN	NaN
101.88	0.506	0.533	3.559	NaN	NaN	NaN
101.9	0.758	0.598	4.872	NaN	NaN	NaN
101.92	2.574	0.099	0.569	NaN	NaN	NaN
101.94	0.5	-0.137	2.522	NaN	NaN	NaN
101.96	1.003	-0.007	2.969	NaN	NaN	NaN
101.98	1.567	-0.397	-1.816	NaN	NaN	NaN
102	2.01	0.254	1.387	NaN	NaN	NaN
102.02	1.009	0.53	9.269	NaN	NaN	NaN
102.04	1.009	0.53	2.82	NaN	NaN	NaN
102.06	1.832	-0.462	0.76	NaN	NaN	NaN
102.08	2.01	0.254	3.018	NaN	NaN	NaN
102.1	2.434	0.364	3.417	NaN	NaN	NaN
102.12	1.433	0.639	4.125	NaN	NaN	NaN
102.14	1.587	0.37	-0.086	NaN	NaN	NaN
102.16	1.512	0.66	6.747	NaN	NaN	NaN
102.18	0.694	0.314	1.895	NaN	NaN	NaN
102.2	0.282	0.073	1.482	NaN	NaN	NaN
102.22	2.592	0.405	2.072	NaN	NaN	NaN
102.24	0.503	0.13	-1.308	NaN	NaN	NaN
102.26	1.448	0.643	0.966	NaN	NaN	NaN
102.28	1.416	0.417	5.581	NaN	NaN	NaN
102.3	2.014	0.522	8.521	NaN	NaN	NaN
102.32	-1.004	0.007	7.216	NaN	NaN	NaN
102.34	2.009	-0.048	-2.57	NaN	NaN	NaN
102.36	2.512	0.116	-1.313	NaN	NaN	NaN
102.38	0.002	0.268	5.045	NaN	NaN	NaN
102.4	1.456	0.407	5.29	NaN	NaN	NaN
102.42	0.832	0.174	2.195	NaN	NaN	NaN
102.44	0.5	-0.137	0.374	NaN	NaN	NaN
102.46	2.01	0.254	4.334	NaN	NaN	NaN
102.48	-0.249	0.337	-3.327	NaN	NaN	NaN
102.5	2.01	0.254	3.553	NaN	NaN	NaN
102.52	2.01	0.254	4.278	NaN	NaN	NaN
102.54	0.787	0.052	1.801	NaN	NaN	NaN
102.56	3.013	-0.021	1.648	NaN	NaN	NaN
102.58	0.253	0.199	2.098	NaN	NaN	NaN
102.6	1.26	0.46	2.974	NaN	NaN	NaN
102.62	1.009	0.53	3.168	NaN	NaN	NaN
102.64	3.013	-0.021	3.838	NaN	NaN	NaN
102.66	1.003	-0.007	0.183	NaN	NaN	NaN
102.68	1.009	0.53	8.931	NaN	NaN	NaN
102.7	2.01	0.254	-0.867	NaN	NaN	NaN
102.72	1.441	-0.128	-0.626	NaN	NaN	NaN
102.74	1.758	0.189	4.205	NaN	NaN	NaN
102.76	3.017	0.515	2.435	NaN	NaN	NaN
102.78	2.517	0.653	2.709	NaN	NaN	NaN
102.8	0.752	0.062	1.04	NaN	NaN	NaN
102.82	0.065	0.52	5.912	NaN	NaN	NaN
102.84	2.01	0.254	-3.403	NaN	NaN	NaN
102.86	0.254	0.333	4.332	NaN	NaN	NaN
102.88	0.254	0.333	8.255	NaN	NaN	NaN
102.9	1.764	0.725	0.132	NaN	NaN	NaN
102.92	2.262	0.32	-1.006	NaN	NaN	NaN
102.94	1.003	-0.007	1.097	NaN	NaN	NaN
102.96	0.507	0.667	1.872	NaN	NaN	NaN
102.98	2.01	0.254	-0.29	NaN	NaN	NaN
103	2.01	0.254	7.506	NaN	NaN	NaN
103.02	0.881	0.564	3.756	NaN	NaN	NaN
103.04	2.01	0.254	-6.907	NaN	NaN	NaN
103.06	1.514	0.929	-3.427	NaN	NaN	NaN
103.08	2.01	0.254	-4.967	NaN	NaN	NaN
103.1	2.01	0.254	-0.251	NaN	NaN	NaN
103.12	0.507	0.667	4.058	NaN	NaN	NaN
103.14	1.29	0.068	-8.909	NaN	NaN	NaN
103.16	2.01	0.254	-0.665	NaN	NaN	NaN
103.18	3.517	0.109	7.063	NaN	NaN	NaN
103.2	-0.379	0.373	2.475	NaN	NaN	NaN
103.22	0.006	0.805	-5.818	NaN	NaN	NaN
103.24	2.01	0.254	0.043	NaN	NaN	NaN
103.26	2.008	0.253	4.45	NaN	NaN	NaN
103.28	-0.187	0.454	7.361	NaN	NaN	NaN
103.3	-0.003	-0.268	-3.773	NaN	NaN	NaN
103.32	2.688	0.739	6.929	NaN	NaN	NaN
103.34	1.509	0.391	1.266	NaN	NaN	NaN
103.36	3.01	-0.021	1.641	NaN	NaN	NaN
103.38	-1.003	0.007	4.653	NaN	NaN	NaN
103.4	1.757	0.189	2.589	NaN	NaN	NaN
103.42	2.432	0.364	2.093	NaN	NaN	NaN
103.44	2.76	0.047	3.881	NaN	NaN	NaN
103.46	3.513	0.109	-5.86	NaN	NaN	NaN
103.48	2.008	0.253	9.28	NaN	NaN	NaN
103.5	0.503	0.13	-0.577	NaN	NaN	NaN
103.52	2.515	0.652	-4.525	NaN	NaN	NaN
103.54	1.43	0.413	3.794	NaN	NaN	NaN
103.56	1.054	-0.021	0.813	NaN	NaN	NaN
103.58	4.016	0.239	-5.913	NaN	NaN	NaN
103.6	0.505	0.399	2.648	NaN	NaN	NaN
103.62	0.507	0.666	5.154	NaN	NaN	NaN
103.64	2.511	0.384	1.894	NaN	NaN	NaN
103.66	2.106	0.546	5.827	NaN	NaN	NaN
103.68	2.088	0.5	3.503	NaN	NaN	NaN
103.7	2.511	0.384	2.978	NaN	NaN	NaN
103.72	0.002	0.268	0.827	NaN	NaN	NaN
103.74	1.511	0.66	3.806	NaN	NaN	NaN
103.76	2.012	0.521	3.644	NaN	NaN	NaN
103.78	2.589	0.404	2.392	NaN	NaN	NaN
103.8	1.711	0.47	0.887	NaN	NaN	NaN
103.82	1.509	0.391	0.55	NaN	NaN	NaN
103.84	1.415	0.417	3.734	NaN	NaN	NaN
103.86	2.012	0.521	3.683	NaN	NaN	NaN
103.88	1.851	0.431	-5.976	NaN	NaN	NaN
103.9	1.6	0.366	-3.615	NaN	NaN	NaN
103.92	2.008	0.253	1.585	NaN	NaN	NaN
103.94	2.182	0.517	6.212	NaN	NaN	NaN
103.96	0.594	0.104	2.72	NaN	NaN	NaN
103.98	2.012	0.521	2.842	NaN	NaN	NaN
104	2.26	0.319	1.157	NaN	NaN	NaN
104.02	0.503	0.13	5.07	NaN	NaN	NaN
104.04	1.503	-0.145	-0.539	NaN	NaN	NaN
104.06	2.112	0.415	3.442	NaN	NaN	NaN
104.08	2.263	0.587	2.827	NaN	NaN	NaN
104.1	2.26	0.319	2.63	NaN	NaN	NaN
104.12	0.483	0.001	-0.477	NaN	NaN	NaN
104.14	1.286	-0.201	-5.312	NaN	NaN	NaN
104.16	2.008	0.253	1.934	NaN	NaN	NaN
104.18	0.256	0.735	2.849	NaN	NaN	NaN
104.2	0.503	0.13	-0.658	NaN	NaN	NaN
104.22	2.008	0.253	0.149	NaN	NaN	NaN
104.24	2.008	0.253	2.282	NaN	NaN	NaN
104.26	1.509	0.391	1.881	NaN	NaN	NaN
104.28	0.002	0.268	1.563	NaN	NaN	NaN
104.3	0.503	0.13	2.943	NaN	NaN	NaN
104.32	2.008	0.253	1.505	NaN	NaN	NaN
104.34	1.509	0.391	-3.679	NaN	NaN	NaN
104.36	1.585	0.37	3.237	NaN	NaN	NaN
104.38	1.43	0.413	3.794	NaN	NaN	NaN
104.4	3.225	-0.08	-0.133	NaN	NaN	NaN
104.42	1.509	0.391	4.01	NaN	NaN	NaN
104.44	0.716	0.072	3.379	NaN	NaN	NaN
104.46	2.509	0.116	4.008	NaN	NaN	NaN
104.48	2.258	0.051	2.945	NaN	NaN	NaN
104.5	0.505	0.399	-3.053	NaN	NaN	NaN
104.52	1.623	0.36	2.825	NaN	NaN	NaN
104.54	2.008	0.253	4.369	NaN	NaN	NaN
104.56	2.008	0.253	3.674	NaN	NaN	NaN
104.58	-0.251	-0.065	-2.904	NaN	NaN	NaN
104.6	2.008	0.253	-5.079	NaN	NaN	NaN
104.62	1.6	0.366	-5.241	NaN	NaN	NaN
104.64	2.008	0.253	2.977	NaN	NaN	NaN
104.66	-0.133	-0.035	-6.323	NaN	NaN	NaN
104.68	-0.281	0.076	-6.071	NaN	NaN	NaN
104.7	2.291	0.445	-1.916	NaN	NaN	NaN
104.72	1.732	0.449	6.502	NaN	NaN	NaN
104.74	1.725	0.447	-3.326	NaN	NaN	NaN
104.76	-0.16	-0.042	-0.103	NaN	NaN	NaN
104.78	1.275	0.456	3.317	NaN	NaN	NaN
104.8	0.249	-0.069	-0.193	NaN	NaN	NaN
104.82	0	0	0.081	NaN	NaN	NaN
104.84	0.828	-0.228	-0.623	NaN	NaN	NaN
104.86	1.509	0.391	3.682	NaN	NaN	NaN
104.88	0.338	-0.094	-8.069	NaN	NaN	NaN
104.9	0	0	-6.099	NaN	NaN	NaN
104.92	0	0	0.895	NaN	NaN	NaN
104.94	-0.62	0.02	3.075	NaN	NaN	NaN
104.96	0.028	-0.142	-0.581	NaN	NaN	NaN
104.98	-0.174	0.047	1.157	NaN	NaN	NaN
105	-0.079	0.021	0.115	NaN	NaN	NaN
105.02	-1.003	0.007	-5.349	NaN	NaN	NaN
105.04	0.424	0.152	4.487	NaN	NaN	NaN
105.06	0.342	0.04	-5.28	NaN	NaN	NaN
105.08	0.711	0.226	-6.367	NaN	NaN	NaN
105.1	0.503	0.13	0.925	NaN	NaN	NaN
105.12	1.758	0.323	-2.324	NaN	NaN	NaN
105.14	0.756	0.463	2.814	NaN	NaN	NaN
105.16	-0.056	0.065	-5.389	NaN	NaN	NaN
105.18	-0.314	-0.182	-3.855	NaN	NaN	NaN
105.2	0	0	-3.642	NaN	NaN	NaN
105.22	0.276	-0.21	-6.42	NaN	NaN	NaN
105.24	0.874	-0.509	-6.28	NaN	NaN	NaN
105.26	1.51	0.391	-5.552	NaN	NaN	NaN
105.28	1.51	0.391	1.953	NaN	NaN	NaN
105.3	0.001	0.134	-2.1	NaN	NaN	NaN
105.32	1.416	0.417	-3.18	NaN	NaN	NaN
105.34	1.285	0.184	1.421	NaN	NaN	NaN
105.36	2.009	0.254	-2.924	NaN	NaN	NaN
105.38	-0.036	-0.159	-4.472	NaN	NaN	NaN
105.4	1.51	0.391	-2.944	NaN	NaN	NaN
105.42	2.009	0.254	-3.609	NaN	NaN	NaN
105.44	0	0	-4.639	NaN	NaN	NaN
105.46	0.278	-0.077	1.287	NaN	NaN	NaN
105.48	-0.502	-0.131	-3.29	NaN	NaN	NaN
105.5	0.503	0.13	2.986	NaN	NaN	NaN
105.52	-0.502	-0.131	5.488	NaN	NaN	NaN
105.54	3.012	-0.021	-3.761	NaN	NaN	NaN
105.56	1.51	0.391	-4.397	NaN	NaN	NaN
105.58	1.416	0.417	-2.444	NaN	NaN	NaN
105.6	1.006	0.26	-2.904	NaN	NaN	NaN
105.62	0.751	-0.341	-7.493	NaN	NaN	NaN
105.64	0.503	0.13	-2.504	NaN	NaN	NaN
105.66	1.006	0.26	-3.273	NaN	NaN	NaN
105.68	2.009	0.254	-1.171	NaN	NaN	NaN
105.7	1.51	0.391	-1.982	NaN	NaN	NaN
105.72	-0.595	-0.105	0.01	NaN	NaN	NaN
105.74	1.586	0.37	-0.64	NaN	NaN	NaN
105.76	0.286	0.075	-2.237	NaN	NaN	NaN
105.78	1.788	0.315	-0.186	NaN	NaN	NaN
105.8	0.061	-0.285	-4.086	NaN	NaN	NaN
105.82	0.726	0.338	-0.934	NaN	NaN	NaN
